Timestamp,AccelerometerX
2025-03-27 11:19:16,0.283050000667572
2025-03-27 11:19:17,0.30000001192092896
2025-03-27 11:19:20,0.2659500241279602
2025-03-27 11:19:22,0.2760000228881836
2025-03-27 11:19:25,0.286050021648407
2025-03-27 11:19:29,0.208950012922287
2025-03-27 11:19:32,0.20205001533031464
2025-03-27 11:19:35,0.22095000743865967
2025-03-27 11:19:37,2.934000253677368
2025-03-27 11:19:40,-4.427999973297119
2025-03-27 11:19:43,2.364000082015991
2025-03-27 11:19:46,2.0620501041412354
2025-03-27 11:19:49,2.0050501823425293
2025-03-27 11:19:52,1.3410000801086426
2025-03-27 11:19:55,0.906000018119812
2025-03-27 11:19:58,3.7290000915527344
2025-03-27 11:20:02,-18.943950653076172
2025-03-27 11:20:05,-7.099950313568115
2025-03-27 11:20:08,1.0399500131607056
2025-03-27 11:20:11,1.6240500211715698
2025-03-27 11:20:14,0.16095000505447388
2025-03-27 11:20:17,0.1870500147342682
2025-03-27 11:20:19,0.2659500241279602
2025-03-27 11:20:22,0.2639999985694885
2025-03-27 11:20:25,0.25394999980926514
2025-03-27 11:20:28,0.28095000982284546
2025-03-27 11:20:31,0.2760000228881836
2025-03-27 11:20:35,0.2689500153064728
2025-03-27 11:20:38,0.2950500249862671
2025-03-27 11:20:41,0.2880000174045563
2025-03-27 11:20:44,0.2659500241279602
2025-03-27 11:20:47,0.23805001378059387
2025-03-27 11:20:50,0.2689500153064728
2025-03-27 11:20:53,0.30000001192092896
2025-03-27 11:20:56,0.25905001163482666
2025-03-27 11:20:59,0.283050000667572
2025-03-27 11:21:02,0.30000001192092896
2025-03-27 11:21:05,0.27105000615119934
2025-03-27 11:21:08,0.2760000228881836
2025-03-27 11:21:11,0.30000001192092896
2025-03-27 11:21:14,0.29805001616477966
2025-03-27 11:21:17,0.27105000615119934
2025-03-27 11:21:22,0.25905001163482666
2025-03-27 11:21:25,0.30000001192092896
2025-03-27 11:21:28,0.2639999985694885
2025-03-27 11:21:31,0.2659500241279602
2025-03-27 11:21:34,0.2689500153064728
2025-03-27 11:21:37,0.25394999980926514
2025-03-27 11:21:41,0.2639999985694885
2025-03-27 11:21:44,0.325950026512146
2025-03-27 11:21:47,0.27105000615119934
2025-03-27 11:21:50,0.26205000281333923
2025-03-27 11:21:52,0.18495000898838043
2025-03-27 11:21:55,0.12495000660419464
2025-03-27 11:21:57,0.10395000129938126
2025-03-27 11:22:00,2.1750001907348633
2025-03-27 11:22:03,3.043950080871582
2025-03-27 11:22:06,12.463050842285156
2025-03-27 11:22:09,-12.598950386047363
2025-03-27 11:22:13,2.5390501022338867
2025-03-27 11:22:16,1.339050054550171
2025-03-27 11:22:19,0.08700000494718552
2025-03-27 11:22:22,0.11595000326633453
2025-03-27 11:22:25,0.26205000281333923
2025-03-27 11:22:28,0.28095000982284546
2025-03-27 11:22:30,0.29295000433921814
2025-03-27 11:22:32,0.2639999985694885
2025-03-27 11:22:35,0.2740500271320343
2025-03-27 11:22:38,0.24495001137256622
2025-03-27 11:22:40,0.29805001616477966
2025-03-27 11:22:44,0.2950500249862671
2025-03-27 11:22:47,0.26205000281333923
2025-03-27 11:22:52,0.3049500286579132
2025-03-27 11:22:55,0.27105000615119934
2025-03-27 11:22:57,0.28095000982284546
2025-03-27 11:23:00,0.2639999985694885
2025-03-27 11:23:04,0.283050000667572
2025-03-27 11:23:07,0.25394999980926514
2025-03-27 11:23:10,0.28995001316070557
2025-03-27 11:23:14,0.27105000615119934
2025-03-27 11:23:17,0.2950500249862671
2025-03-27 11:23:20,0.24300001561641693
2025-03-27 11:23:23,0.34095001220703125
2025-03-27 11:23:26,0.27105000615119934
2025-03-27 11:23:31,0.2740500271320343
2025-03-27 11:23:34,0.27105000615119934
2025-03-27 11:23:37,0.28995001316070557
2025-03-27 11:23:40,0.30000001192092896
2025-03-27 11:23:44,0.2689500153064728
2025-03-27 11:23:49,0.283050000667572
2025-03-27 11:23:52,0.27105000615119934
2025-03-27 11:23:55,0.2779500186443329
2025-03-27 11:23:58,0.2569500207901001
2025-03-27 11:24:01,0.2779500186443329
2025-03-27 11:24:04,0.31200000643730164
2025-03-27 11:24:07,0.27105000615119934
2025-03-27 11:24:10,0.2880000174045563
2025-03-27 11:24:13,0.29295000433921814
2025-03-27 11:24:17,0.25905001163482666
2025-03-27 11:24:20,0.25394999980926514
2025-03-27 11:24:23,0.2639999985694885
2025-03-27 11:24:26,0.3930000066757202
2025-03-27 11:24:29,0.24000000953674316
2025-03-27 11:24:31,0.286050021648407
2025-03-27 11:24:34,0.2740500271320343
2025-03-27 11:24:37,0.28095000982284546
2025-03-27 11:24:40,0.30705001950263977
2025-03-27 11:24:41,0.29805001616477966
2025-03-27 11:24:45,0.2689500153064728
2025-03-27 11:24:49,0.23805001378059387
2025-03-27 11:24:52,0.28995001316070557
2025-03-27 11:24:55,0.2569500207901001
2025-03-27 11:24:58,0.283050000667572
2025-03-27 11:25:00,0.24000000953674316
2025-03-27 11:25:03,0.28995001316070557
2025-03-27 11:25:06,0.24300001561641693
2025-03-27 11:25:09,0.29295000433921814
2025-03-27 11:25:12,0.25905001163482666
2025-03-27 11:25:15,0.26205000281333923
2025-03-27 11:25:17,0.286050021648407
2025-03-27 11:25:21,0.2639999985694885
2025-03-27 11:25:24,0.25394999980926514
2025-03-27 11:25:27,0.26205000281333923
2025-03-27 11:25:30,0.2760000228881836
2025-03-27 11:25:33,0.2880000174045563
2025-03-27 11:25:35,0.29295000433921814
2025-03-27 11:25:38,0.25905001163482666
2025-03-27 11:25:41,0.2740500271320343
2025-03-27 11:25:44,0.30000001192092896
2025-03-27 11:25:47,0.2350500077009201
2025-03-27 11:25:50,0.2760000228881836
2025-03-27 11:25:56,0.2740500271320343
2025-03-27 11:25:58,0.28095000982284546
2025-03-27 11:26:01,0.2950500249862671
2025-03-27 11:26:04,0.29805001616477966
2025-03-27 11:26:09,0.27105000615119934
2025-03-27 11:26:12,0.2569500207901001
2025-03-27 11:26:15,0.2639999985694885
2025-03-27 11:26:17,0.29805001616477966
2025-03-27 11:26:23,0.2880000174045563
2025-03-27 11:26:25,0.30195000767707825
2025-03-27 11:26:27,0.2950500249862671
2025-03-27 11:26:30,0.27105000615119934
2025-03-27 11:26:33,0.2689500153064728
2025-03-27 11:26:35,0.27105000615119934
2025-03-27 11:26:38,0.1870500147342682
2025-03-27 11:26:41,0.3169500231742859
2025-03-27 11:26:44,0.27105000615119934
2025-03-27 11:26:47,0.25905001163482666
2025-03-27 11:26:50,0.28095000982284546
2025-03-27 11:26:54,0.283050000667572
2025-03-27 11:26:56,0.2760000228881836
2025-03-27 11:26:59,0.5869500041007996
2025-03-27 11:27:02,3.682950258255005
2025-03-27 11:27:05,2.863950252532959
2025-03-27 11:27:08,3.5629501342773438
2025-03-27 11:27:11,2.146050214767456
2025-03-27 11:27:14,-1.2480000257492065
2025-03-27 11:27:17,1.0039499998092651
2025-03-27 11:27:20,0.4990500211715698
2025-03-27 11:27:23,0.5989500284194946
2025-03-27 11:27:27,0.30195000767707825
2025-03-27 11:27:30,0.5059500336647034
2025-03-27 11:27:33,0.5850000381469727
2025-03-27 11:27:36,0.5680500268936157
2025-03-27 11:27:39,0.6469500064849854
2025-03-27 11:27:42,0.6880500316619873
2025-03-27 11:27:45,0.7120500206947327
2025-03-27 11:27:48,0.8670000433921814
2025-03-27 11:27:51,0.7960500121116638
2025-03-27 11:27:54,0.6109500527381897
2025-03-27 11:27:57,0.5920500159263611
2025-03-27 11:28:01,-15.616050720214844
2025-03-27 11:28:04,-8.104949951171875
2025-03-27 11:28:07,-7.0570502281188965
2025-03-27 11:28:10,-6.460050106048584
2025-03-27 11:28:13,-6.889050483703613
2025-03-27 11:28:16,-6.6739501953125
2025-03-27 11:28:19,-6.6660003662109375
2025-03-27 11:28:22,-2.8500001430511475
2025-03-27 11:28:25,0.6949500441551208
2025-03-27 11:28:28,-0.6880500316619873
2025-03-27 11:28:32,-0.6570000052452087
2025-03-27 11:28:35,-0.5590500235557556
2025-03-27 11:28:38,-0.7020000219345093
2025-03-27 11:28:41,-2.014050006866455
2025-03-27 11:28:44,0.48900002241134644
2025-03-27 11:28:47,0.4630500078201294
2025-03-27 11:28:50,-3.922950267791748
